SMILES,MHFP,first_class,second_class,type,num_id,chain_type,carbon_chain_length,ring_size,functional_group,CF2,CF3,CFX,cf_length,group_id
O=C(O)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,[250618452  21086568  87855067 ...  37687752 281920279 151237944],PFAAs,PFCAs,1,897,branched,8,,Carboxylic Acid,4,2,1,7,PFAAs_PFCAs_branched_8.0_Carboxylic Acid_NA_CF2_4_CF3_2_CFX_1
CCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ...  16631887  43796935 151237944],PFAA precursors,HFCs,2,898,straight,20,,None,5,1,0,6,PFAA precursors_HFCs_straight_20.0_Unknown_NA_CF2_5_CF3_1_CFX_0
C[N+](C)(CCCNS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC(=O)O,[28244035 16325564 17313015 ...  3633108 43796935 27743636],Polyfluoroalkyl acids,PolyFCA derivatives,3,899,straight,17,,Carboxylic Acid,7,1,0,8,Polyfluoroalkyl acids_PolyFCA derivatives_straight_17.0_Carboxylic Acid_NA_CF2_7_CF3_1_CFX_0
CCN(CCOC(=O)Nc1ccc(C)c(NC(=O)OCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)F)c1)S(=O)(=O)C(F)(F)C(F)(F)F,[ 34574211  33988699  17313015 ...  17481656 111393351 233420030],Other PFASs,Aromatic PFASs,4,900,cyclic,,6,Ester,2,2,0,4,Other PFASs_Aromatic PFASs_cyclic_NA_Ester_6.0_CF2_2_CF3_2_CFX_0
OCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 101635087  68539864 ...  58849484  52429719  10360726],PFAA precursors,n:2 fluorotelomer-based substances,2,901,straight,8,,Alcohol,3,1,0,4,PFAA precursors_n:2 fluorotelomer-based substances_straight_8.0_Alcohol_NA_CF2_3_CF3_1_CFX_0
COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  87855067 ... 274242922  99703927 151237944],PFAAs,PFCA-ester derivatives,1,902,straight,10,,Ester,7,1,0,8,PFAAs_PFCA-ester derivatives_straight_10.0_Ester_NA_CF2_7_CF3_1_CFX_0
O=Cc1nccc2c(C(F)(F)C(F)(F)C(F)(F)F)cccc12,[ 99578665 139618462  61234772 ...  12165170  50959239 107724166],Other PFASs,Aromatic PFASs,4,903,cyclic,,6,Aldehyde,2,1,0,3,Other PFASs_Aromatic PFASs_cyclic_NA_Aldehyde_6.0_CF2_2_CF3_1_CFX_0
CCN(CC(=O)O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 34574211  33988699  17313015 ... 136323818 107222071  29302852],PFAA precursors,PASF-based substances,2,904,straight,8,,Carboxylic Acid,3,1,0,4,PFAA precursors_PASF-based substances_straight_8.0_Carboxylic Acid_NA_CF2_3_CF3_1_CFX_0
FC(F)(F)C(F)(F)C(F)(F)CCI,[250618452 541103106 107816900 ... 611624164 257261671  24985098],Other PFASs,Polyfluoroalkanes,4,905,straight,5,,Halogen,2,1,0,3,Other PFASs_Polyfluoroalkanes_straight_5.0_Halogen_NA_CF2_2_CF3_1_CFX_0
CC(Cc1ccccc1)NC(=O)C(F)(F)C(F)(F)C(F)(F)F,[250618452   8492060 107816900 ... 194511214 281920279  29516144],Other PFASs,Aromatic PFASs,4,906,cyclic,,6,Amine,2,1,0,3,Other PFASs_Aromatic PFASs_cyclic_NA_Amine_6.0_CF2_2_CF3_1_CFX_0
CCO[Si](CCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OCC)OCC,[ 39844693   8492060  14316170 ... 194511214 166016711 151237944],Other PFASs,Si PFASs,4,907,straight,17,,Amine,6,1,0,7,Other PFASs_Si PFASs_straight_17.0_Amine_NA_CF2_6_CF3_1_CFX_0
C[N+](C)(C)CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[187923589  33988699  17313015 ... 136323818  90036311 151237944],PFAA precursors,PASF-based substances,2,908,straight,12,,Amine,5,1,0,6,PFAA precursors_PASF-based substances_straight_12.0_Amine_NA_CF2_5_CF3_1_CFX_0
O=C(CC(C(=O)OCC(F)(F)C(F)(F)F)S(=O)(=O)O)OCC(F)(F)C(F)(F)F,[ 19469312 113009692  17313015 ... 272476183 236443767  21751268],Polyfluoroalkyl acids,PolyFCA derivatives,3,909,straight,10,,Ester,2,2,0,4,Polyfluoroalkyl acids_PolyFCA derivatives_straight_10.0_Ester_NA_CF2_2_CF3_2_CFX_0
O=S(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[174296072  88536630  14985936 ... 155853978  31600839 151237944],PFAAs,PFSIAs,1,910,straight,6,,Sulfoxide,5,1,0,6,PFAAs_PFSIAs_straight_6.0_Sulfoxide_NA_CF2_5_CF3_1_CFX_0
FC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)C1(F)F,[250618452  21086568 107816900 ...  88808901 281920279 151237944],"Other PFASs, cyclic","Perfluoroalkanes, cyclic",4,911,cyclic,,6,None,4,2,2,8,"Other PFASs, cyclic_Perfluoroalkanes, cyclic_cyclic_NA_Unknown_6.0_CF2_4_CF3_2_CFX_2"
C=CC(=O)OCCN(C)S(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 19469312  33988699  17313015 ... 171882282  31798551  27743636],Polyfluoroalkyl acids,PolyFCA derivatives,3,912,straight,16,,Ester,7,1,0,8,Polyfluoroalkyl acids_PolyFCA derivatives_straight_16.0_Ester_NA_CF2_7_CF3_1_CFX_0
CCC(C)S(=O)(=O)c1c(C(F)(C(F)(F)F)C(F)(F)F)ccc(C(=O)O)c1C,[ 31840531  18331056   1296327 ...  63751395  51061831 233420030],Other PFASs,Aromatic PFASs,4,913,cyclic,,6,Carboxylic Acid,0,2,1,3,Other PFASs_Aromatic PFASs_cyclic_NA_Carboxylic Acid_6.0_CF2_0_CF3_2_CFX_1
CCCCCCC(F)(F)C(F)(F)C(F)(F)F,[250618452 245019154 107816900 ...  16631887 281920279 151237944],PFAA precursors,HFCs,2,914,straight,9,,None,2,1,0,3,PFAA precursors_HFCs_straight_9.0_Unknown_NA_CF2_2_CF3_1_CFX_0
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(I)C(F)(F)F,[ 39782696 104111782  97181807 ...  39995804 281920279 151237944],PFAA precursors,PFAIs,2,915,straight,7,,Halogen,4,2,1,7,PFAA precursors_PFAIs_straight_7.0_Halogen_NA_CF2_4_CF3_2_CFX_1
C=CC(=O)NC(C)(C)C(=O)OC(F)(F)C(F)(F)C(F)(F)OC(F)(F)F,[ 90418993 309126821 107816900 ... 186951331  94972823  63887868],Polyfluoroalkyl acids,PolyFCA derivatives,3,916,branched,11,,Ester,3,1,0,4,Polyfluoroalkyl acids_PolyFCA derivatives_branched_11.0_Ester_NA_CF2_3_CF3_1_CFX_0
FC(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC1CO1,[ 78558515 115150703 107816900 ...  52063218  43796935 145874996],"Other PFASs, cyclic","others, cyclic",4,917,cyclic,,3,Ether,8,2,1,11,"Other PFASs, cyclic_others, cyclic_cyclic_NA_Ether_3.0_CF2_8_CF3_2_CFX_1"
CCCCCCCC/C=C/C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[178291359 104111782  97181807 ... 200578621  14046279  51400916],PFAA precursors,SFAenes,2,918,straight,16,,Double bond,5,1,0,6,PFAA precursors_SFAenes_straight_16.0_Unknown_NA_CF2_5_CF3_1_CFX_0
Cc1c(C(=O)O)ccc(C(F)(C(F)(F)F)C(F)(F)F)c1SCC(C)C,[ 52793636  49018156  63360499 ...  63751395 401747255 195217154],Other PFASs,Aromatic PFASs,4,919,cyclic,,6,Carboxylic Acid,0,2,1,3,Other PFASs_Aromatic PFASs_cyclic_NA_Carboxylic Acid_6.0_CF2_0_CF3_2_CFX_1
O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  17313015 ... 155853978 281920279 151237944],PFAA precursors,PASFs,2,920,straight,7,,Sulfone,6,1,0,7,PFAA precursors_PASFs_straight_7.0_Sulfone_NA_CF2_6_CF3_1_CFX_0
FC(F)(Br)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br,[187774998  96266790  33612732 ... 139832924  21348103 124993638],Other PFASs,Polyfluoroalkanes,4,921,straight,6,,Halogen,6,0,0,6,Other PFASs_Polyfluoroalkanes_straight_6.0_Halogen_NA_CF2_6_CF3_0_CFX_0
CC(COCC(C)OCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F)OCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,[113638662 113198101 107816900 ...  88808901  43796935 151237944],PFAA precursors,PolyFEACs,2,922,branched,34,,Alcohol,16,4,2,22,PFAA precursors_PolyFEACs_branched_34.0_Alcohol_NA_CF2_16_CF3_4_CFX_2
C=CCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 19469312 104111782  87855067 ...   1095206  99703927  88906274],Polyfluoroalkyl acids,PolyFCA derivatives,3,923,straight,8,,Ester,3,1,0,4,Polyfluoroalkyl acids_PolyFCA derivatives_straight_8.0_Ester_NA_CF2_3_CF3_1_CFX_0
O=S(=O)(N1CCNCC1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 90362490  33988699  17313015 ... 116310643 138388023 151237944],"PFAA precursors, cyclic","PASF-based substances, cyclic",2,924,cyclic,,6,Amine,7,1,0,8,"PFAA precursors, cyclic_PASF-based substances, cyclic_cyclic_NA_Amine_6.0_CF2_7_CF3_1_CFX_0"
O=P(O)(O)OCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,[207530443  71278405  95504826 ...  88808901  43796935 151237944],PFAA precursors,n:2 fluorotelomer-based substances,2,925,branched,14,,Alcohol,8,2,1,11,PFAA precursors_n:2 fluorotelomer-based substances_branched_14.0_Alcohol_NA_CF2_8_CF3_2_CFX_1
O=S(=O)(F)C(F)(F)C(F)(F)OC(F)=C(F)F,[156871382  71013085  13956772 ... 253630925 101031895 174175058],Other PFASs,PFPEs,4,926,straight,4,,Ether,3,0,1,4,Other PFASs_PFPEs_straight_4.0_Ether_NA_CF2_3_CF3_0_CFX_1
C/C=C/C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 69207293 104111782  97181807 ... 330153186  14046279 151237944],PFAA precursors,SFAenes,2,927,straight,9,,Double bond,5,1,0,6,PFAA precursors_SFAenes_straight_9.0_Unknown_NA_CF2_5_CF3_1_CFX_0
CN(C)CCCN(CC(O)CS(=O)(=O)O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452   1815513  17313015 ...  90105790 138388023 151237944],PFAA precursors,PASF-based substances,2,928,straight,14,,Alcohol,5,1,0,6,PFAA precursors_PASF-based substances_straight_14.0_Alcohol_NA_CF2_5_CF3_1_CFX_0
FC(F)(F)OC(F)(F)C(F)(OC(F)(F)F)C(F)(F)F,[   853465   9635651 232751249 ... 291431448  69108455  70269816],PFAA precursors,HFEs,2,929,straight,5,,Ether,1,3,1,5,PFAA precursors_HFEs_straight_5.0_Ether_NA_CF2_1_CF3_3_CFX_1
CCCCCCCC=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[216993070   5065065  97181807 ... 200578621  14046279 151237944],PFAA precursors,SFAenes,2,930,straight,15,,Double bond,5,1,0,6,PFAA precursors_SFAenes_straight_15.0_Unknown_NA_CF2_5_CF3_1_CFX_0
O=C(OCC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,[ 19469312  73299756  87855067 ... 291378977 114499767  46460802],Polyfluoroalkyl acids,PolyFCA derivatives,3,931,straight,8,,Ester,4,2,0,6,Polyfluoroalkyl acids_PolyFCA derivatives_straight_8.0_Ester_NA_CF2_4_CF3_2_CFX_0
O=C(Nc1ccccn1)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F,[   853465   9635651 107816900 ...  17799215  23638503  71007262],Other PFASs,Aromatic PFASs,4,932,cyclic,,6,Ether,3,3,2,8,Other PFASs_Aromatic PFASs_cyclic_NA_Ether_6.0_CF2_3_CF3_3_CFX_2
O=P(O)(O)OCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,[207530443  71278405  95504826 ...  88808901  43796935 151237944],PFAA precursors,n:2 fluorotelomer-based substances,2,933,branched,18,,Alcohol,12,2,1,15,PFAA precursors_n:2 fluorotelomer-based substances_branched_18.0_Alcohol_NA_CF2_12_CF3_2_CFX_1
CCCCCCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ...  16631887  43796935 151237944],PFAA precursors,HFCs,2,934,straight,29,,None,8,1,0,9,PFAA precursors_HFCs_straight_29.0_Unknown_NA_CF2_8_CF3_1_CFX_0
CCCCCCCCCCCCCCCOc1cccc(OC(CC)C(=O)Nc2cc(O)c(NC(=O)C(F)(F)C(F)(F)C(F)(F)F)cc2OC(F)(F)C(F)Cl)c1,[ 54297102   8492060 107816900 ...  54552999  89616967 151237944],Other PFASs,Aromatic PFASs,4,935,cyclic,,6,Ether,3,1,1,5,Other PFASs_Aromatic PFASs_cyclic_NA_Ether_6.0_CF2_3_CF3_1_CFX_1
FC(F)C(F)(F)C(F)(F)C(F)(F)CCSSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[109716666  49018156  97181807 ... 286019159 240371511 151237944],PFAA precursors,n:2 fluorotelomer-based substances,2,936,straight,12,,Disulfide,7,1,0,8,PFAA precursors_n:2 fluorotelomer-based substances_straight_12.0_Disulfide_NA_CF2_7_CF3_1_CFX_0
CCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ...  16631887  43796935 151237944],PFAA precursors,HFCs,2,937,straight,21,,None,11,1,0,12,PFAA precursors_HFCs_straight_21.0_Unknown_NA_CF2_11_CF3_1_CFX_0
FC(F)(F)C(F)(F)C(F)(F)c1nnnn1-c1ccccc1,[ 13458306 204172669 107816900 ... 215679073   2418823 151237944],Other PFASs,Aromatic PFASs,4,938,cyclic,,5,Aromatic,2,1,0,3,Other PFASs_Aromatic PFASs_cyclic_NA_Aromatic_5.0_CF2_2_CF3_1_CFX_0
CCC(C)(O)C#CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[109264537 104111782  78176126 ...  78481900  50021223 151237944],Other PFASs,others,4,939,branched,10,,Alcohol,3,1,0,4,Other PFASs_others_branched_10.0_Alcohol_NA_CF2_3_CF3_1_CFX_0
Cc1ccc(OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,[250618452  44409534  17313015 ... 253630925  49046199  29302852],Other PFASs,Aromatic PFASs,4,940,cyclic,,6,Sulfonate Ester,3,1,0,4,Other PFASs_Aromatic PFASs_cyclic_NA_Sulfonate Ester_6.0_CF2_3_CF3_1_CFX_0
C=C(C(=O)OCC)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 19469312 104111782  14316170 ... 291378977 177176215  22160906],Polyfluoroalkyl acids,PolyFCA derivatives,3,941,branched,9,,Ester,3,1,0,4,Polyfluoroalkyl acids_PolyFCA derivatives_branched_9.0_Ester_NA_CF2_3_CF3_1_CFX_0
F/C(=C(/F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,[250618452 104111782  97181807 ...  65874932 281920279  57020380],PFAA precursors,PFAenes,2,942,straight,8,,Double bond,4,2,2,8,PFAA precursors_PFAenes_straight_8.0_Unknown_NA_CF2_4_CF3_2_CFX_2
FC(F)(F)N1C(F)(F)C(F)(F)OC(F)(F)C1(F)F,[382936924  51956133  62348548 ... 176961017 101296679 115885840],"Other PFASs, cyclic","PFPEs, cyclic",4,943,cyclic,,6,Ether,4,1,0,5,"Other PFASs, cyclic_PFPEs, cyclic_cyclic_NA_Ether_6.0_CF2_4_CF3_1_CFX_0"
FC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C2(F)F)C1(F)F,[250618452  21086568 107816900 ...  88808901 153496343 151237944],"Other PFASs, cyclic","Perfluoroalkanes, cyclic",4,944,cyclic,,6,None,8,2,4,14,"Other PFASs, cyclic_Perfluoroalkanes, cyclic_cyclic_NA_Unknown_6.0_CF2_8_CF3_2_CFX_4"
C=CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[118684057  33988699  17313015 ... 136323818  90036311  29302852],PFAA precursors,PASF-based substances,2,945,straight,7,,Amine,3,1,0,4,PFAA precursors_PASF-based substances_straight_7.0_Amine_NA_CF2_3_CF3_1_CFX_0
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  87855067 ...  37687752 281920279 151237944],PFAAs,PFCAs,1,946,straight,12,,Carboxylic Acid,10,1,0,11,PFAAs_PFCAs_straight_12.0_Carboxylic Acid_NA_CF2_10_CF3_1_CFX_0
FC(F)=C(F)C(F)(F)C(F)(F)C1(F)OC1(F)F,[250618452  41342666 107816900 ...  65874932 101296679 151237944],"Other PFASs, cyclic","others, cyclic",4,947,cyclic,,3,Ether,4,0,2,6,"Other PFASs, cyclic_others, cyclic_cyclic_NA_Ether_3.0_CF2_4_CF3_0_CFX_2"
CCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ...  16631887  43796935 151237944],PFAA precursors,HFCs,2,948,straight,22,,None,5,1,0,6,PFAA precursors_HFCs_straight_22.0_Unknown_NA_CF2_5_CF3_1_CFX_0
CCCCCC/C=C/C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[178291359 104111782  97181807 ... 200578621  14046279  51400916],PFAA precursors,SFAenes,2,949,straight,12,,Double bond,3,1,0,4,PFAA precursors_SFAenes_straight_12.0_Unknown_NA_CF2_3_CF3_1_CFX_0
Nc1cccc(C(F)(C(F)(F)F)C(F)(F)F)c1,[ 95088122  79512453 113167786 ... 215679073 111393351  30888182],Other PFASs,Aromatic PFASs,4,950,cyclic,,6,Amine,0,2,1,3,Other PFASs_Aromatic PFASs_cyclic_NA_Amine_6.0_CF2_0_CF3_2_CFX_1
CC(=O)OCCCC(F)(F)C(F)(F)C(F)(F)F,[ 19469312 110164953 107816900 ...  16631887 133380679 151237944],Polyfluoroalkyl acids,PolyFCA derivatives,3,951,straight,8,,Ester,2,1,0,3,Polyfluoroalkyl acids_PolyFCA derivatives_straight_8.0_Ester_NA_CF2_2_CF3_1_CFX_0
COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  87855067 ... 274242922  99703927 151237944],PFAAs,PFCA-ester derivatives,1,952,straight,13,,Ester,10,1,0,11,PFAAs_PFCA-ester derivatives_straight_13.0_Ester_NA_CF2_10_CF3_1_CFX_0
CC(=O)N1C(=O)N(NCc2cccnc2)Cc2cc(C(F)(C(F)(F)F)C(F)(F)F)ccc21,[220695665  15928446 145399841 ...   3611890  22685495  44754402],Other PFASs,Aromatic PFASs,4,953,cyclic,,6,Amine,0,2,1,3,Other PFASs_Aromatic PFASs_cyclic_NA_Amine_6.0_CF2_0_CF3_2_CFX_1
NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452   8492060  32228994 ... 194511214 168362439 151237944],Other PFASs,Amide derivatives,4,954,straight,7,,Amine,5,1,0,6,Other PFASs_Amide derivatives_straight_7.0_Amine_NA_CF2_5_CF3_1_CFX_0
OCc1ccc(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,[250618452 104111782  97181807 ... 171882282  43796935 151237944],Other PFASs,Aromatic PFASs,4,955,cyclic,,6,Alcohol,7,1,0,8,Other PFASs_Aromatic PFASs_cyclic_NA_Alcohol_6.0_CF2_7_CF3_1_CFX_0
C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[104828107 104111782  97181807 ... 203154325  14046279 151237944],PFAA precursors,HFOs,2,956,straight,7,,Double bond,4,1,0,5,PFAA precursors_HFOs_straight_7.0_Unknown_NA_CF2_4_CF3_1_CFX_0
FC(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,[   853465   9635651  12884121 ... 212683906  23638503  71007262],PFAA precursors,HFEs,2,957,straight,11,,Ether,4,4,3,11,PFAA precursors_HFEs_straight_11.0_Ether_NA_CF2_4_CF3_4_CFX_3
N#Cc1ccc(N)cc1C(F)(C(F)(F)F)C(F)(F)F,[343908383  79512453  24606462 ... 187714554 111393351 261466434],Other PFASs,Aromatic PFASs,4,958,cyclic,,6,Amine,0,2,1,3,Other PFASs_Aromatic PFASs_cyclic_NA_Amine_6.0_CF2_0_CF3_2_CFX_1
FC(F)=C(F)OC(F)(F)C(F)(F)C(F)(F)OC(F)=C(F)F,[ 90418993 101247092  20760171 ... 555222617 101296679  63887868],PFAA precursors,PolyFEAenes,2,959,straight,7,,Ether,5,0,2,7,PFAA precursors_PolyFEAenes_straight_7.0_Ether_NA_CF2_5_CF3_0_CFX_2
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ...  16631887  43796935 151237944],PFAA precursors,HFCs,2,960,straight,14,,None,10,2,0,12,PFAA precursors_HFCs_straight_14.0_Unknown_NA_CF2_10_CF3_2_CFX_0
O=S(=O)(O)c1ccccc1CNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  17313015 ... 136323818  90036311  29516144],Other PFASs,Aromatic PFASs,4,961,cyclic,,6,Amine,7,1,0,8,Other PFASs_Aromatic PFASs_cyclic_NA_Amine_6.0_CF2_7_CF3_1_CFX_0
COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  87855067 ... 274242922  99703927 151237944],PFAAs,PFCA-ester derivatives,1,962,straight,7,,Ester,4,1,0,5,PFAAs_PFCA-ester derivatives_straight_7.0_Ester_NA_CF2_4_CF3_1_CFX_0
COP(=O)(OC)OC(C#N)C(F)(F)C(F)(F)C(F)(F)F,[ 95360230  71278405  95504826 ... 400467667 101073367  98660130],Other PFASs,others,4,963,straight,7,,Phosphate,2,1,0,3,Other PFASs_others_straight_7.0_Phosphate_NA_CF2_2_CF3_1_CFX_0
C#CC(F)(F)C(F)(F)C(F)(F)F,[109264537 541103106 105689404 ...  78481900 281920279 143044428],Other PFASs,others,4,964,straight,5,,C#C,2,1,0,3,Other PFASs_others_straight_5.0_Unknown_NA_CF2_2_CF3_1_CFX_0
O=C1CCCCC1C(F)(F)C(F)(F)C(F)(F)F,[250618452  58869667 107816900 ...  28297836 124409255 151237944],"Other PFASs, cyclic","others, cyclic",4,965,cyclic,,6,Double bond,2,1,0,3,"Other PFASs, cyclic_others, cyclic_cyclic_NA_Unknown_6.0_CF2_2_CF3_1_CFX_0"
CCCNCCCC(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,[   853465   9635651 107816900 ... 291431448  23638503  71007262],Other PFASs,PFPEs,4,966,straight,17,,Ether,4,4,3,11,Other PFASs_PFPEs_straight_17.0_Ether_NA_CF2_4_CF3_4_CFX_3
FC(F)(F)C(I)(C(F)(F)F)C(F)(F)F,[527318388  12950160 232751249 ...  75671125 380038423 171277952],PFAA precursors,PFAIs,2,967,branched,4,,Halogen,0,3,0,3,PFAA precursors_PFAIs_branched_4.0_Halogen_NA_CF2_0_CF3_3_CFX_0
O=S(=O)(OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 107055568  17313015 ... 253630925 107222071  29302852],PFAAs,PFSA derivatives,1,968,straight,8,,Sulfonate Ester,6,2,0,8,PFAAs_PFSA derivatives_straight_8.0_Sulfonate Ester_NA_CF2_6_CF3_2_CFX_0
CCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ...  16631887 281920279 151237944],PFAA precursors,HFCs,2,969,straight,13,,None,3,1,0,4,PFAA precursors_HFCs_straight_13.0_Unknown_NA_CF2_3_CF3_1_CFX_0
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I,[235162622 104111782  63064138 ...  53870161 281920279 151237944],PFAA precursors,PFAIs,2,970,straight,18,,Halogen,17,1,0,18,PFAA precursors_PFAIs_straight_18.0_Halogen_NA_CF2_17_CF3_1_CFX_0
FC(F)(F)OC(F)(F)C(F)(F)OC(F)(F)Br,[ 18855818 154310012 373036310 ... 108841768 101296679  70269816],Other PFASs,PFPEs,4,971,straight,4,,Ether,3,1,0,4,Other PFASs_PFPEs_straight_4.0_Ether_NA_CF2_3_CF3_1_CFX_0
O=C(O)CCC(F)(F)C(F)(F)C(F)(F)F,[250618452 308272559 107816900 ...   8587256  40226743 151237944],Polyfluoroalkyl acids,PolyFCAs,3,972,straight,6,,Carboxylic Acid,2,1,0,3,Polyfluoroalkyl acids_PolyFCAs_straight_6.0_Carboxylic Acid_NA_CF2_2_CF3_1_CFX_0
