SMILES,MHFP,first_class,second_class,type,num_id,chain_type,carbon_chain_length,ring_size,functional_group,CF2,CF3,CFX,cf_length,group_id
C=CC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 19469312  85244370  97181807 ... 291378977 281920279  46460802],Polyfluoroalkyl acids,PolyFCA derivatives,3,823,straight,11,,Ester,6,1,0,7,Polyfluoroalkyl acids_PolyFCA derivatives_straight_11.0_Ester_NA_CF2_6_CF3_1_CFX_0
O=C(NC1CCCCC1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 39844693   8492060  97181807 ... 194511214 281920279 151237944],"Other PFASs, cyclic","Amide derivatives, cyclic",4,824,cyclic,,6,Amine,5,1,0,6,"Other PFASs, cyclic_Amide derivatives, cyclic_cyclic_NA_Amine_6.0_CF2_5_CF3_1_CFX_0"
O=P(O)(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,[171249045  71278405  95504826 ...  88808901  43796935 130781908],PFAA precursors,n:2 fluorotelomer-based substances,2,825,branched,22,,Phosphate,12,4,2,18,PFAA precursors_n:2 fluorotelomer-based substances_branched_22.0_Phosphate_NA_CF2_12_CF3_4_CFX_2
O=P(O)(O)OCCC(F)(F)F,[146941168  71278405  95504826 ... 295477980 577571527  76729900],PFAA precursors,n:2 fluorotelomer-based substances,2,826,straight,3,,Phosphate,0,1,0,1,PFAA precursors_n:2 fluorotelomer-based substances_straight_3.0_Phosphate_NA_CF2_0_CF3_1_CFX_0
C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[104828107 104111782  97181807 ... 203154325  14046279 151237944],PFAA precursors,HFOs,2,827,straight,9,,Double bond,6,1,0,7,PFAA precursors_HFOs_straight_9.0_Unknown_NA_CF2_6_CF3_1_CFX_0
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,[250618452 215423514  87855067 ...  37687752  53184391 151237944],PFAAs,PFCAs,1,828,branched,11,,Carboxylic Acid,7,2,1,10,PFAAs_PFCAs_branched_11.0_Carboxylic Acid_NA_CF2_7_CF3_2_CFX_1
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1cc(-c2ccccc2)[nH]n1,[ 73259457 104111782  14381037 ... 162895639 202012455 151237944],Other PFASs,Aromatic PFASs,4,829,cyclic,,5,Aromatic,5,1,0,6,Other PFASs_Aromatic PFASs_cyclic_NA_Aromatic_5.0_CF2_5_CF3_1_CFX_0
FC(F)(F)C1(F)C(F)(F)C(F)(F)C1(F)C(F)(F)F,[250618452 284604157 107816900 ... 161870907 151487623 151237944],"Other PFASs, cyclic","Perfluoroalkanes, cyclic",4,830,cyclic,,4,None,2,2,2,6,"Other PFASs, cyclic_Perfluoroalkanes, cyclic_cyclic_NA_Unknown_4.0_CF2_2_CF3_2_CFX_2"
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCOc1nc(Cl)nc(OCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)n1,[ 99429219 104111782  97181807 ...  16631887  43796935 151237944],Other PFASs,Aromatic PFASs,4,831,cyclic,,6,Ether,10,2,0,12,Other PFASs_Aromatic PFASs_cyclic_NA_Ether_6.0_CF2_10_CF3_2_CFX_0
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)SSC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ... 155853978  74919415 151237944],Other PFASs,others,4,832,straight,12,,Disulfide,10,2,0,12,Other PFASs_others_straight_12.0_Disulfide_NA_CF2_10_CF3_2_CFX_0
CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ...  16631887  43796935 151237944],PFAA precursors,HFCs,2,833,straight,14,,None,5,1,0,6,PFAA precursors_HFCs_straight_14.0_Unknown_NA_CF2_5_CF3_1_CFX_0
O=S1(=O)OC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[112103684  24973037  17313015 ...  25029786 101296679  12142566],"Other PFASs, cyclic","others, cyclic",4,834,cyclic,,4,Sulfonate Ester,4,1,1,6,"Other PFASs, cyclic_others, cyclic_cyclic_NA_Sulfonate Ester_4.0_CF2_4_CF3_1_CFX_1"
CCOC(=O)c1ccc(C(F)(F)C(F)(F)C(F)(F)F)nc1,[250618452 162490790  14316170 ...  99595631  89547767 107724166],Other PFASs,Aromatic PFASs,4,835,cyclic,,6,Ester,2,1,0,3,Other PFASs_Aromatic PFASs_cyclic_NA_Ester_6.0_CF2_2_CF3_1_CFX_0
CCOC(=O)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,[   853465   9635651  14316170 ... 291378977  23638503  71007262],Polyfluoroalkyl acids,PolyFCA derivatives,3,836,straight,23,,Ester,7,7,6,20,Polyfluoroalkyl acids_PolyFCA derivatives_straight_23.0_Ester_NA_CF2_7_CF3_7_CFX_6
FC(F)=C(F)OC(F)(F)C(F)(F)C(F)F,[156871382 101247092  20760171 ... 104247328 101296679 151237944],PFAA precursors,PolyFEAenes,2,837,straight,5,,Ether,4,0,1,5,PFAA precursors_PolyFEAenes_straight_5.0_Ether_NA_CF2_4_CF3_0_CFX_1
O=C(O)C(F)C(F)(C(F)(F)F)C(F)(F)F,[725427360  37626253 107031637 ... 232057067   1387015 176832660],Polyfluoroalkyl acids,PolyFCAs,3,838,branched,5,,Carboxylic Acid,0,2,2,4,Polyfluoroalkyl acids_PolyFCAs_branched_5.0_Carboxylic Acid_NA_CF2_0_CF3_2_CFX_2
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,[206805500  58869667  97181807 ...  88808901  54206375 104998888],"Other PFASs, cyclic","Perfluoroalkanes, cyclic",4,839,cyclic,,6,None,8,1,1,10,"Other PFASs, cyclic_Perfluoroalkanes, cyclic_cyclic_NA_Unknown_6.0_CF2_8_CF3_1_CFX_1"
O=C(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,[   853465   9635651 107816900 ...  65408281  23638503  71007262],PFAA precursors,PAECFs,2,840,straight,15,,Ether,5,5,5,15,PFAA precursors_PAECFs_straight_15.0_Ether_NA_CF2_5_CF3_5_CFX_5
CCCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 39844693   8492060  97181807 ... 194511214 166016711 151237944],Other PFASs,Amide derivatives,4,841,straight,9,,Amine,3,1,0,4,Other PFASs_Amide derivatives_straight_9.0_Amine_NA_CF2_3_CF3_1_CFX_0
COC(=O)c1cccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1,[250618452   8255570  78177578 ... 177342386 281920279 107724166],Other PFASs,Aromatic PFASs,4,842,cyclic,,6,Ester,7,1,0,8,Other PFASs_Aromatic PFASs_cyclic_NA_Ester_6.0_CF2_7_CF3_1_CFX_0
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(Cl)CCl,[ 78207276 104111782  97181807 ...  34400313 144535159 151237944],Other PFASs,Polyfluoroalkanes,4,843,straight,8,,Halogen,5,1,0,6,Other PFASs_Polyfluoroalkanes_straight_8.0_Halogen_NA_CF2_5_CF3_1_CFX_0
CCCCCC(C)NC(=O)C(F)(F)C(F)(F)C(F)(F)F,[250618452   8492060 107816900 ... 194511214 281920279 151237944],Other PFASs,Amide derivatives,4,844,straight,11,,Amine,2,1,0,3,Other PFASs_Amide derivatives_straight_11.0_Amine_NA_CF2_2_CF3_1_CFX_0
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(I)CCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 38604113   1055672  97181807 ...  58849484  43796935 151237944],Other PFASs,Polyfluoroalkanes,4,845,straight,28,,Halogen,18,2,0,20,Other PFASs_Polyfluoroalkanes_straight_28.0_Halogen_NA_CF2_18_CF3_2_CFX_0
FC(F)(F)C(F)(F)C(F)(F)c1cc(Cl)ccn1,[235369099 227868861 107816900 ...  17799215   2232375  31665350],Other PFASs,Aromatic PFASs,4,846,cyclic,,6,Halogen,2,1,0,3,Other PFASs_Aromatic PFASs_cyclic_NA_Halogen_6.0_CF2_2_CF3_1_CFX_0
C[SiH](C)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[222722430 104111782  97181807 ... 108336378 151415735 151237944],Other PFASs,Si PFASs,4,847,straight,10,,Si,7,1,0,8,Other PFASs_Si PFASs_straight_10.0_Unknown_NA_CF2_7_CF3_1_CFX_0
FC1(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,[ 250618452 1244047753  107816900 ...  611624164  267431607  151237944],"Other PFASs, cyclic","Perfluoroalkanes, cyclic",4,848,cyclic,,5,None,5,0,0,5,"Other PFASs, cyclic_Perfluoroalkanes, cyclic_cyclic_NA_Unknown_5.0_CF2_5_CF3_0_CFX_0"
O=S(=O)(OC1=CCCC1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[142274049 107055568  17313015 ...  25029786 107222071  29302852],"PFAAs, cyclic","PFSA derivatives, cyclic",1,849,cyclic,,5,Sulfonate Ester,3,1,0,4,"PFAAs, cyclic_PFSA derivatives, cyclic_cyclic_NA_Sulfonate Ester_5.0_CF2_3_CF3_1_CFX_0"
C=CCC(=C(F)C(F)(F)C(F)(F)F)C(F)(F)F,[ 43491808 297944774  89599857 ...  65874932  30740423 151237944],Other PFASs,others,4,850,branched,8,,Double bond,1,2,1,4,Other PFASs_others_branched_8.0_Unknown_NA_CF2_1_CF3_2_CFX_1
O=C(C(F)(C(F)(F)F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 278615587 107816900 ...  88808901 105626007  27237854],PFAA precursors,PFAKs,2,851,branched,9,,ketone,2,4,2,8,PFAA precursors_PFAKs_branched_9.0_Unknown_NA_CF2_2_CF3_4_CFX_2
O=S(=O)(NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,[211550167 107055568  17313015 ... 120302872 100903255  10166152],PFAA precursors,PASF-based substances,2,852,straight,5,,Sulfone,3,2,0,5,PFAA precursors_PASF-based substances_straight_5.0_Sulfone_NA_CF2_3_CF3_2_CFX_0
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ... 611624164 281920279 151237944],Other PFASs,Perfluoroalkanes,4,853,straight,11,,None,9,2,0,11,Other PFASs_Perfluoroalkanes_straight_11.0_Unknown_NA_CF2_9_CF3_2_CFX_0
O=P(O)(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452  71278405  97181807 ... 171882282  43796935 151237944],Other PFASs,others,4,854,straight,10,,Phosphate,7,1,0,8,Other PFASs_others_straight_10.0_Unknown_NA_CF2_7_CF3_1_CFX_0
O=S(=O)(O)c1ccccc1CNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  17313015 ... 136323818  90036311  29516144],Other PFASs,Aromatic PFASs,4,855,cyclic,,6,Amine,5,1,0,6,Other PFASs_Aromatic PFASs_cyclic_NA_Amine_6.0_CF2_5_CF3_1_CFX_0
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1nc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)nc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)n1,[ 13458306 101484161  26425151 ... 101568072  61736103 100783708],Other PFASs,Aromatic PFASs,4,856,cyclic,,6,Aromatic,18,3,0,21,Other PFASs_Aromatic PFASs_cyclic_NA_Aromatic_6.0_CF2_18_CF3_3_CFX_0
Cc1ccc(C=NNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,[117015094   8492060  97181807 ... 194511214  49046199 151237944],Other PFASs,Aromatic PFASs,4,857,cyclic,,6,Amine,5,1,0,6,Other PFASs_Aromatic PFASs_cyclic_NA_Amine_6.0_CF2_5_CF3_1_CFX_0
CC(C)(C)C(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ...  58849484  52429719 151237944],Other PFASs,Polyfluoroalkanes,4,858,branched,10,,Halogen,3,1,0,4,Other PFASs_Polyfluoroalkanes_branched_10.0_Halogen_NA_CF2_3_CF3_1_CFX_0
OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ... 171882282  43796935  10360726],PFAA precursors,PolyFACs,2,859,straight,9,,Alcohol,6,1,0,7,PFAA precursors_PolyFACs_straight_9.0_Alcohol_NA_CF2_6_CF3_1_CFX_0
OCC(F)(F)C(F)(C(F)(F)F)C(F)(F)F,[250618452 215423514 107816900 ... 564161655 128847015 151237944],PFAA precursors,n:1 FTOHs,2,860,branched,5,,Alcohol,1,2,1,4,PFAA precursors_n:1 FTOHs_branched_5.0_Alcohol_NA_CF2_1_CF3_2_CFX_1
CCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 19469312 104111782  14316170 ... 291378977  99703927 151237944],PFAAs,PFCA-ester derivatives,1,861,straight,9,,Ester,5,1,0,6,PFAAs_PFCA-ester derivatives_straight_9.0_Ester_NA_CF2_5_CF3_1_CFX_0
O=C(CC(C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 19469312 104111782  17313015 ...  15279529  43796935  21751268],Polyfluoroalkyl acids,PolyFCA derivatives,3,862,straight,20,,Ester,10,2,0,12,Polyfluoroalkyl acids_PolyFCA derivatives_straight_20.0_Ester_NA_CF2_10_CF3_2_CFX_0
FC(F)(F)C(F)(C1CCCCC1I)C(F)(F)F,[18334767 58869667 50568019 ... 49411404 22204055 51279624],"Other PFASs, cyclic","Polyfluoroalkanes, cyclic",4,863,cyclic,,6,Halogen,0,2,1,3,"Other PFASs, cyclic_Polyfluoroalkanes, cyclic_cyclic_NA_Halogen_6.0_CF2_0_CF3_2_CFX_1"
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1cnc[nH]1,[ 29778410  30940009    491324 ...  28132466  63876583 151237944],Other PFASs,Aromatic PFASs,4,864,cyclic,,5,Aromatic,4,1,0,5,Other PFASs_Aromatic PFASs_cyclic_NA_Aromatic_5.0_CF2_4_CF3_1_CFX_0
CNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[198719450  98885661  17313015 ...  11951029  42878455  29302852],PFAA precursors,PASF-based substances,2,865,straight,5,,Amine,3,1,0,4,PFAA precursors_PASF-based substances_straight_5.0_Amine_NA_CF2_3_CF3_1_CFX_0
C=C(C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,[  1426846 154242801  18439196 ...  15279529  43796935  22160906],PFAA precursors,n:2 fluorotelomer-based substances,2,866,branched,13,,Ester,4,2,1,7,PFAA precursors_n:2 fluorotelomer-based substances_branched_13.0_Ester_NA_CF2_4_CF3_2_CFX_1
FC(F)OCC(F)(F)C(F)(F)C(F)(F)F,[ 35941647  73299756 107816900 ... 263663962 281920279  46460802],PFAA precursors,HFEs,2,867,straight,5,,Ether,3,1,0,4,PFAA precursors_HFEs_straight_5.0_Ether_NA_CF2_3_CF3_1_CFX_0
C=C(C)C(=O)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[  1426846 104111782  97181807 ... 291378977 101296679  22160906],Polyfluoroalkyl acids,PolyFCA derivatives,3,868,branched,11,,Ester,6,1,0,7,Polyfluoroalkyl acids_PolyFCA derivatives_branched_11.0_Ester_NA_CF2_6_CF3_1_CFX_0
NCc1ccc(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,[234471388 104111782  97181807 ... 171882282  43796935 151237944],Other PFASs,Aromatic PFASs,4,869,cyclic,,6,Amine,7,1,0,8,Other PFASs_Aromatic PFASs_cyclic_NA_Amine_6.0_CF2_7_CF3_1_CFX_0
O=S(=O)(N(CCO)CCO)C(F)(F)C(F)(F)C(F)(F)C(F)F,[250618452  33988699  17313015 ... 133635739 138388023 151237944],Other PFASs,others,4,870,straight,8,,Alcohol,4,0,0,4,Other PFASs_others_straight_8.0_Alcohol_NA_CF2_4_CF3_0_CFX_0
COC(=O)C(Cl)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[111000236  40865268  47371825 ...  34400313 281920279 151237944],Polyfluoroalkyl acids,PolyFCA derivatives,3,871,straight,7,,Ester,3,1,0,4,Polyfluoroalkyl acids_PolyFCA derivatives_straight_7.0_Ester_NA_CF2_3_CF3_1_CFX_0
O=C(Nc1ccc(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1)c1ccncc1,[165924878  15928446  93344430 ...  13850487  69311799 107766604],Other PFASs,Aromatic PFASs,4,872,cyclic,,6,Ether,3,1,0,4,Other PFASs_Aromatic PFASs_cyclic_NA_Ether_6.0_CF2_3_CF3_1_CFX_0
O=P(O)(OCCC(F)(F)F)OCCC(F)(F)F,[146941168  71278405  95504826 ... 313457457 111354551  76729900],PFAA precursors,n:2 fluorotelomer-based substances,2,873,straight,6,,Phosphate,0,2,0,2,PFAA precursors_n:2 fluorotelomer-based substances_straight_6.0_Phosphate_NA_CF2_0_CF3_2_CFX_0
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl,[111000236 201948856 107816900 ... 116267003   1056871 151237944],Other PFASs,Polyfluoroalkanes,4,874,straight,4,,Halogen,3,1,0,4,Other PFASs_Polyfluoroalkanes_straight_4.0_Halogen_NA_CF2_3_CF3_1_CFX_0
O=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[101390333 104111782  97181807 ...  18403413 281920279 106865312],PFAA precursors,PACFs,2,875,straight,5,,O=C(F),3,1,1,5,PFAA precursors_PACFs_straight_5.0_Unknown_NA_CF2_3_CF3_1_CFX_1
FC(F)=C(F)OC(F)(F)OC(F)(F)C(F)(F)F,[156871382  31130589 205751649 ... 268172494 101296679  36136210],PFAA precursors,PolyFEAenes,2,876,straight,5,,Ether,3,1,1,5,PFAA precursors_PolyFEAenes_straight_5.0_Ether_NA_CF2_3_CF3_1_CFX_1
CC(C)(C)c1cc(C(F)(F)C(F)(F)C(F)(F)F)n2nc(-c3ccccc3)cc2n1,[ 25773932  42191552 107816900 ...  99595631  10898167 107724166],Other PFASs,Aromatic PFASs,4,877,cyclic,,5,Aromatic,2,1,0,3,Other PFASs_Aromatic PFASs_cyclic_NA_Aromatic_5.0_CF2_2_CF3_1_CFX_0
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,[250618452 429712812  87855067 ...  37687752 240371511 151237944],Polyfluoroalkyl acids,PolyFCAs,3,878,straight,6,,Carboxylic Acid,5,0,0,5,Polyfluoroalkyl acids_PolyFCAs_straight_6.0_Carboxylic Acid_NA_CF2_5_CF3_0_CFX_0
OC(NC1CCCCC1NC(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[233848865  58869667  96744768 ... 200578621  59800391 151237944],"PFAA precursors, cyclic","PolyFAC derivatives, cyclic",2,879,cyclic,,6,Alcohol,12,2,0,14,"PFAA precursors, cyclic_PolyFAC derivatives, cyclic_cyclic_NA_Alcohol_6.0_CF2_12_CF3_2_CFX_0"
C=C(C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,[  1426846 154242801  18439196 ...  15279529  43796935  22160906],PFAA precursors,n:2 fluorotelomer-based substances,2,880,branched,23,,Ester,14,2,1,17,PFAA precursors_n:2 fluorotelomer-based substances_branched_23.0_Ester_NA_CF2_14_CF3_2_CFX_1
FC(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 61332433 104111782  97181807 ... 611624164  98940775  70269816],PFAA precursors,HFEs,2,881,straight,8,,Ether,6,2,0,8,PFAA precursors_HFEs_straight_8.0_Ether_NA_CF2_6_CF3_2_CFX_0
OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ... 611624164 281920279  10360726],PFAA precursors,PolyFACs,2,882,straight,6,,Alcohol,3,1,0,4,PFAA precursors_PolyFACs_straight_6.0_Alcohol_NA_CF2_3_CF3_1_CFX_0
OCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ...  16631887  43796935  10360726],PFAA precursors,PolyFACs,2,883,straight,12,,Alcohol,5,1,0,6,PFAA precursors_PolyFACs_straight_12.0_Alcohol_NA_CF2_5_CF3_1_CFX_0
CC(COCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OC(C)COCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[113638662  48133235  97181807 ... 171882282  43796935 151237944],PFAA precursors,PolyFEACs,2,884,straight,28,,Alcohol,14,2,0,16,PFAA precursors_PolyFEACs_straight_28.0_Alcohol_NA_CF2_14_CF3_2_CFX_0
C=C(C)C(=O)OCCCCN(C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[  1426846  33988699  17313015 ... 136323818 138388023  22160906],PFAA precursors,PASF-based substances,2,885,branched,15,,Ester,5,1,0,6,PFAA precursors_PASF-based substances_branched_15.0_Ester_NA_CF2_5_CF3_1_CFX_0
O=C(OOC(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,[   853465  90791381 107816900 ... 241114849   2866087  71007262],Polyfluoroalkyl acids,PolyFCA derivatives,3,886,straight,12,,Ester,4,4,2,10,Polyfluoroalkyl acids_PolyFCA derivatives_straight_12.0_Ester_NA_CF2_4_CF3_4_CFX_2
FC(=C(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,[ 49148242 107567300 107816900 ...  33784270  62452311 151237944],PFAA precursors,PFAenes,2,887,straight,6,,Double bond,2,2,2,6,PFAA precursors_PFAenes_straight_6.0_Unknown_NA_CF2_2_CF3_2_CFX_2
FC(F)(I)CC(F)(F)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[115087950 104111782  63064138 ... 202352174 281920279 151237944],Other PFASs,Polyfluoroalkanes,4,888,straight,8,,Halogen,5,1,0,6,Other PFASs_Polyfluoroalkanes_straight_8.0_Halogen_NA_CF2_5_CF3_1_CFX_0
C[Si](C)(C)O[Si](Cl)(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)O[Si](C)(C)C,[250618452 104111782  97181807 ... 171882282  43796935 151237944],Other PFASs,Si PFASs,4,889,straight,14,,Halogen,5,1,0,6,Other PFASs_Si PFASs_straight_14.0_Halogen_NA_CF2_5_CF3_1_CFX_0
C[SiH](O[Si](C)(C)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)O[Si](C)(C)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[161201779 104111782   4879563 ... 171882282  43796935 111125210],Other PFASs,Si PFASs,4,890,straight,21,,Si,10,2,0,12,Other PFASs_Si PFASs_straight_21.0_Unknown_NA_CF2_10_CF3_2_CFX_0
COC(=O)c1ccc(C(F)(F)C(F)(F)C(F)(F)F)o1,[ 35566514 191941852 107816900 ...   6843941 281920279  11932180],Other PFASs,Aromatic PFASs,4,891,cyclic,,5,Ester,2,1,0,3,Other PFASs_Aromatic PFASs_cyclic_NA_Ester_5.0_CF2_2_CF3_1_CFX_0
F/C=C/C(F)(C(F)(F)F)C(F)(F)F,[475814486 722753583 161177566 ...  53343664  80526903  92929800],PFAA precursors,PolyFAenes,2,892,branched,5,,Double bond,0,2,2,4,PFAA precursors_PolyFAenes_branched_5.0_Unknown_NA_CF2_0_CF3_2_CFX_2
FC(F)(F)C(F)(F)C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,[250618452 505728944   2943996 ...  36690505  74158135  10673438],Other PFASs,Perfluoroalkanes,4,893,branched,9,,None,2,5,1,8,Other PFASs_Perfluoroalkanes_branched_9.0_Unknown_NA_CF2_2_CF3_5_CFX_1
CC(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)F,[250618452 541103106 107816900 ...  20521944 124409255  75695922],PFAA precursors,PFAK derivatives,2,894,straight,7,,ketone,2,1,0,3,PFAA precursors_PFAK derivatives_straight_7.0_Unknown_NA_CF2_2_CF3_1_CFX_0
C[N+](C)(CCCNC(=O)CSCCC(F)(F)C(F)(F)F)CC(=O)O,[  9757136  16325564 107816900 ...   3633108 166016711 151237944],PFAA precursors,n:2 fluorotelomer-based substances,2,895,straight,13,,Carboxylic Acid,1,1,0,2,PFAA precursors_n:2 fluorotelomer-based substances_straight_13.0_Carboxylic Acid_NA_CF2_1_CF3_1_CFX_0
OCC=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[216993070 104111782  97181807 ... 328816003  14046279 151237944],PFAA precursors,PolyFAC derivatives,2,896,straight,7,,Alcohol,3,1,0,4,PFAA precursors_PolyFAC derivatives_straight_7.0_Alcohol_NA_CF2_3_CF3_1_CFX_0
